day,totalCount,chinkCount,buglandCount,chankaroCount,chinaziCount,gookCount,insectoidCount,bugmenCount,chingchongCount,chinkFreq,buglandFreq,chankaroFreq,chinaziFreq,gookFreq,insectoidFreq,bugmenFreq,chingchongFreq
2020-03-28,584165,28.0,0.0,0.0,7.0,17.0,0.0,0.0,2.0,4.793166314311881e-05,0.0,0.0,1.1982915785779703e-05,2.9101366908322136e-05,0.0,0.0,3.4236902245084866e-06
2020-03-29,592336,34.0,0.0,0.0,9.0,21.0,0.0,0.0,2.0,5.739985413684125e-05,0.0,0.0,1.5194079036222685e-05,3.54528510845196e-05,0.0,0.0,3.3764620080494854e-06
2020-03-30,627052,41.0,0.0,0.0,4.0,11.0,0.0,0.0,3.0,6.53853268947392e-05,0.0,0.0,6.37905628241358e-06,1.7542404776637344e-05,0.0,0.0,4.784292211810185e-06
2020-03-31,626237,44.0,0.0,0.0,11.0,7.0,0.0,0.0,4.0,7.026093954844571e-05,0.0,0.0,1.7565234887111428e-05,1.1177876746343636e-05,0.0,0.0,6.387358140767792e-06
2020-04-01,508899,34.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,6.681089960876323e-05,0.0,0.0,1.5720211672650174e-05,1.7685238131731443e-05,0.0,0.0,1.9650264590812717e-06
2020-04-02,624036,37.0,0.0,0.0,7.0,23.0,1.0,0.0,4.0,5.929145113422943e-05,0.0,0.0,1.1217301565935299e-05,3.685684800235884e-05,1.6024716522764713e-06,0.0,6.409886609105885e-06
2020-04-03,627646,29.0,0.0,0.0,7.0,21.0,0.0,1.0,6.0,4.6204389098313384e-05,0.0,0.0,1.1152783575454955e-05,3.345835072636486e-05,0.0,1.5932547964935648e-06,9.559528778961389e-06
2020-04-04,595093,39.0,0.0,0.0,3.0,21.0,0.0,1.0,3.0,6.553597504927801e-05,0.0,0.0,5.041228849944462e-06,3.5288601949611235e-05,0.0,1.6804096166481543e-06,5.041228849944462e-06
2020-04-05,609565,26.0,0.0,0.0,2.0,25.0,0.0,1.0,3.0,4.2653367565395e-05,0.0,0.0,3.2810282742611533e-06,4.101285342826442e-05,0.0,1.6405141371305766e-06,4.92154241139173e-06
2020-04-06,624184,26.0,0.0,0.0,10.0,26.0,1.0,1.0,3.0,4.1654383963703014e-05,0.0,0.0,1.6020916909116544e-05,4.1654383963703014e-05,1.6020916909116542e-06,1.6020916909116542e-06,4.806275072734963e-06
2020-04-07,617831,24.0,0.0,0.0,6.0,18.0,0.0,0.0,8.0,3.8845574275165865e-05,0.0,0.0,9.711393568791466e-06,2.9134180706374397e-05,0.0,0.0,1.294852475838862e-05
2020-04-08,640242,29.0,0.0,0.0,7.0,16.0,1.0,0.0,2.0,4.529537268720265e-05,0.0,0.0,1.0933365821048916e-05,2.4990550448111807e-05,1.561909403006988e-06,0.0,3.123818806013976e-06
2020-04-09,620948,31.0,0.0,0.0,6.0,23.0,0.0,1.0,2.0,4.992366510561271e-05,0.0,0.0,9.662644859150846e-06,3.7040138626744914e-05,0.0,1.6104408098584744e-06,3.220881619716949e-06
2020-04-10,610938,31.0,0.0,0.0,8.0,16.0,0.0,1.0,6.0,5.074164645184945e-05,0.0,0.0,1.3094618439186955e-05,2.618923687837391e-05,0.0,1.6368273048983694e-06,9.820963829390217e-06
2020-04-11,575834,27.0,0.0,0.0,7.0,10.0,1.0,1.0,4.0,4.688851300895744e-05,0.0,0.0,1.2156281150470448e-05,1.7366115929243496e-05,1.7366115929243496e-06,1.7366115929243496e-06,6.9464463716973985e-06
2020-04-12,594587,27.0,0.0,0.0,11.0,23.0,0.0,0.0,6.0,4.5409670914433044e-05,0.0,0.0,1.850023629847272e-05,3.868231226044296e-05,0.0,0.0,1.0091037980985121e-05
2020-04-13,629412,31.0,0.0,0.0,14.0,22.0,0.0,1.0,5.0,4.925231803651662e-05,0.0,0.0,2.2242982339072023e-05,3.4953257961398894e-05,0.0,1.5887844527908589e-06,7.943922263954295e-06
2020-04-14,634171,30.0,0.0,0.0,6.0,11.0,0.0,0.0,4.0,4.730585283779927e-05,0.0,0.0,9.461170567559854e-06,1.734547937385973e-05,0.0,0.0,6.307447045039902e-06
2020-04-15,627741,40.0,0.0,0.0,26.0,13.0,1.0,0.0,7.0,6.372054716833853e-05,0.0,0.0,4.141835565942005e-05,2.0709177829710024e-05,1.5930136792084633e-06,0.0,1.1151095754459243e-05
2020-04-16,632621,31.0,0.0,0.0,21.0,32.0,0.0,1.0,2.0,4.9002483319396606e-05,0.0,0.0,3.319523063572028e-05,5.0583208587764235e-05,0.0,1.5807252683676323e-06,3.1614505367352647e-06
2020-04-17,628345,40.0,0.0,0.0,12.0,40.0,1.0,0.0,1.0,6.36592954507476e-05,0.0,0.0,1.909778863522428e-05,6.36592954507476e-05,1.59148238626869e-06,0.0,1.59148238626869e-06
2020-04-18,636829,32.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,5.024896793330706e-05,0.0,0.0,1.72730827270743e-05,4.2397566693727826e-05,0.0,0.0,4.710840743747537e-06
2020-04-19,656186,24.0,0.0,0.0,11.0,21.0,0.0,1.0,6.0,3.657499550432347e-05,0.0,0.0,1.6763539606148256e-05,3.2003121066283035e-05,0.0,1.523958146013478e-06,9.143748876080868e-06
2020-04-20,618517,26.0,0.0,0.0,13.0,17.0,0.0,0.0,3.0,4.2036031345945224e-05,0.0,0.0,2.1018015672972612e-05,2.7485097418502646e-05,0.0,0.0,4.850311309147525e-06
2020-04-21,625197,30.0,0.0,0.0,10.0,13.0,1.0,2.0,4.0,4.798487516734725e-05,0.0,0.0,1.5994958389115752e-05,2.0793445905850474e-05,1.599495838911575e-06,3.19899167782315e-06,6.3979833556463e-06
2020-04-22,627404,34.0,0.0,0.0,3.0,27.0,0.0,0.0,1.0,5.419155759287477e-05,0.0,0.0,4.781608022900715e-06,4.303447220610643e-05,0.0,0.0,1.593869340966905e-06
2020-04-23,632845,23.0,0.0,0.0,7.0,28.0,0.0,0.0,7.0,3.634381246592767e-05,0.0,0.0,1.1061160315717119e-05,4.4244641262868475e-05,0.0,0.0,1.1061160315717119e-05
2020-04-24,650087,34.0,0.0,0.0,3.0,12.0,1.0,0.0,5.0,5.230069206121642e-05,0.0,0.0,4.614766946577919e-06,1.8459067786311677e-05,1.5382556488593065e-06,0.0,7.691278244296533e-06
2020-04-25,584501,46.0,0.0,0.0,6.0,29.0,0.0,0.0,2.0,7.869960872607574e-05,0.0,0.0,1.0265166355575097e-05,4.961497071861297e-05,0.0,0.0,3.4217221185250323e-06
2020-04-26,566618,25.0,0.0,0.0,8.0,12.0,0.0,0.0,2.0,4.412143631158911e-05,0.0,0.0,1.4118859619708516e-05,2.1178289429562774e-05,0.0,0.0,3.529714904927129e-06
2020-04-27,617048,37.0,0.0,0.0,4.0,19.0,0.0,0.0,3.0,5.996292022662743e-05,0.0,0.0,6.4824778623381e-06,3.0791769846105975e-05,0.0,0.0,4.861858396753575e-06
2020-04-28,614197,29.0,0.0,0.0,2.0,21.0,0.0,0.0,3.0,4.721612121192386e-05,0.0,0.0,3.2562842215119907e-06,3.41909843258759e-05,0.0,0.0,4.8844263322679856e-06
2020-04-29,584042,32.0,0.0,0.0,5.0,20.0,0.0,0.0,3.0,5.479058012951123e-05,0.0,0.0,8.56102814523613e-06,3.424411258094452e-05,0.0,0.0,5.136616887141678e-06
2020-04-30,161246,5.0,0.0,0.0,3.0,8.0,0.0,1.0,0.0,3.1008521141609716e-05,0.0,0.0,1.860511268496583e-05,4.961363382657554e-05,0.0,6.201704228321943e-06,0.0
